rank,n_cases,mean_dice,std_dice,min_dice,max_dice,mean_hd95,std_hd95,n_inf_hd95,mean_precision,mean_recall,mean_f1,mean_n_pred_lesions,mean_n_gt_lesions,mean_n_tp_lesions,elapsed_sec,MORPH_RADIUS,GAUSSIAN_SIGMA,FLAIR_MIN_THRESHOLD,DIFF_PERCENTILE,DIFF_MIN_THRESHOLD,BRAIN_EROSION_RADIUS,MIN_LESION_VOXELS
297,60,0.1381,0.1963,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,50.05,1,1.0,0.3,98.0,0.5,5,3
298,60,0.1381,0.1963,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,50.09,1,1.0,0.3,98.0,0.5,5,7
299,60,0.1381,0.1963,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.87,1,1.0,0.3,98.0,0.7,5,3
300,60,0.1381,0.1963,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.7,1,1.0,0.3,98.0,0.7,5,7
301,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.48,1,1.0,0.5,98.0,0.3,5,3
302,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.54,1,1.0,0.5,98.0,0.3,5,7
303,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,50.35,1,1.0,0.5,98.0,0.5,5,3
304,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.53,1,1.0,0.5,98.0,0.5,5,7
305,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.54,1,1.0,0.5,98.0,0.7,5,3
306,60,0.1381,0.1964,0.0,0.7258,68.7437,18.7144,0,0.068,0.0166,0.0252,18.0833,78.75,1.2167,49.55,1,1.0,0.5,98.0,0.7,5,7
307,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.94,1,1.0,0.1,98.0,0.3,7,3
308,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.13,1,1.0,0.1,98.0,0.3,7,7
309,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.9,1,1.0,0.1,98.0,0.5,7,3
310,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.03,1,1.0,0.1,98.0,0.5,7,7
311,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.93,1,1.0,0.1,98.0,0.7,7,3
312,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.25,1,1.0,0.1,98.0,0.7,7,7
313,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.17,1,1.0,0.3,98.0,0.3,7,3
314,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.15,1,1.0,0.3,98.0,0.3,7,7
315,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.09,1,1.0,0.3,98.0,0.5,7,3
316,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.0,1,1.0,0.3,98.0,0.5,7,7
317,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.02,1,1.0,0.3,98.0,0.7,7,3
318,60,0.1381,0.1961,0.0,0.7213,68.8977,18.6867,0,0.0702,0.0164,0.025,17.55,78.75,1.2,52.13,1,1.0,0.3,98.0,0.7,7,7
319,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.64,1,1.0,0.5,98.0,0.3,7,3
320,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.72,1,1.0,0.5,98.0,0.3,7,7
321,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.5,1,1.0,0.5,98.0,0.5,7,3
322,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.73,1,1.0,0.5,98.0,0.5,7,7
323,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.82,1,1.0,0.5,98.0,0.7,7,3
324,60,0.1381,0.1961,0.0,0.7213,68.8985,18.6862,0,0.0702,0.0164,0.025,17.55,78.75,1.2,51.48,1,1.0,0.5,98.0,0.7,7,7
325,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.6,1,1.0,0.1,99.0,0.3,3,3
326,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.49,1,1.0,0.1,99.0,0.3,3,7
327,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.67,1,1.0,0.1,99.0,0.5,3,3
328,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.73,1,1.0,0.1,99.0,0.5,3,7
329,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.66,1,1.0,0.1,99.0,0.7,3,3
330,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.61,1,1.0,0.1,99.0,0.7,3,7
331,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.6,1,1.0,0.3,99.0,0.3,3,3
332,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.66,1,1.0,0.3,99.0,0.3,3,7
333,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.76,1,1.0,0.3,99.0,0.5,3,3
334,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.68,1,1.0,0.3,99.0,0.5,3,7
335,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.49,1,1.0,0.3,99.0,0.7,3,3
336,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.49,1,1.0,0.3,99.0,0.7,3,7
337,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.54,1,1.0,0.5,99.0,0.3,3,3
338,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.27,1,1.0,0.5,99.0,0.3,3,7
339,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.46,1,1.0,0.5,99.0,0.5,3,3
340,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.36,1,1.0,0.5,99.0,0.5,3,7
341,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.27,1,1.0,0.5,99.0,0.7,3,3
342,60,0.1117,0.1668,0.0,0.5759,75.9583,24.5444,1,0.0905,0.0113,0.0189,10.6667,78.75,0.8667,40.14,1,1.0,0.5,99.0,0.7,3,7
343,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.57,1,1.0,0.1,99.0,0.3,3,15
344,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.43,1,1.0,0.1,99.0,0.5,3,15
345,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.52,1,1.0,0.1,99.0,0.7,3,15
346,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.56,1,1.0,0.3,99.0,0.3,3,15
347,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.52,1,1.0,0.3,99.0,0.5,3,15
348,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.51,1,1.0,0.3,99.0,0.7,3,15
349,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.16,1,1.0,0.5,99.0,0.3,3,15
350,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,40.24,1,1.0,0.5,99.0,0.5,3,15
351,60,0.1117,0.1668,0.0,0.5759,76.3836,25.027,1,0.0912,0.0113,0.0189,10.2167,78.75,0.8667,39.87,1,1.0,0.5,99.0,0.7,3,15
352,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.22,1,1.0,0.1,99.0,0.3,5,15
353,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.26,1,1.0,0.1,99.0,0.5,5,15
354,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.27,1,1.0,0.1,99.0,0.7,5,15
355,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.31,1,1.0,0.3,99.0,0.3,5,15
356,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.21,1,1.0,0.3,99.0,0.5,5,15
357,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,42.4,1,1.0,0.3,99.0,0.7,5,15
358,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,41.63,1,1.0,0.5,99.0,0.3,5,15
359,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,41.7,1,1.0,0.5,99.0,0.5,5,15
360,60,0.1101,0.1641,0.0,0.5409,77.0327,25.5257,1,0.0957,0.0113,0.019,9.7333,78.75,0.8667,41.6,1,1.0,0.5,99.0,0.7,5,15
361,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.44,1,1.0,0.1,99.0,0.3,5,3
362,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.48,1,1.0,0.1,99.0,0.3,5,7
363,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.51,1,1.0,0.1,99.0,0.5,5,3
364,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.31,1,1.0,0.1,99.0,0.5,5,7
365,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.42,1,1.0,0.1,99.0,0.7,5,3
366,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.39,1,1.0,0.1,99.0,0.7,5,7
367,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.3,1,1.0,0.3,99.0,0.3,5,3
368,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.26,1,1.0,0.3,99.0,0.3,5,7
369,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.16,1,1.0,0.3,99.0,0.5,5,3
370,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.45,1,1.0,0.3,99.0,0.5,5,7
371,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.43,1,1.0,0.3,99.0,0.7,5,3
372,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.17,1,1.0,0.3,99.0,0.7,5,7
373,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.15,1,1.0,0.5,99.0,0.3,5,3
374,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,41.76,1,1.0,0.5,99.0,0.3,5,7
375,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,42.24,1,1.0,0.5,99.0,0.5,5,3
376,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,41.9,1,1.0,0.5,99.0,0.5,5,7
377,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,41.71,1,1.0,0.5,99.0,0.7,5,3
378,60,0.11,0.1641,0.0,0.5409,76.4707,24.8953,1,0.0938,0.0113,0.019,10.25,78.75,0.8667,41.71,1,1.0,0.5,99.0,0.7,5,7
379,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.49,1,1.0,0.1,99.0,0.3,7,15
380,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.6,1,1.0,0.1,99.0,0.5,7,15
381,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.65,1,1.0,0.1,99.0,0.7,7,15
382,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.62,1,1.0,0.3,99.0,0.3,7,15
383,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.52,1,1.0,0.3,99.0,0.5,7,15
384,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.51,1,1.0,0.3,99.0,0.7,7,15
385,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,44.27,1,1.0,0.5,99.0,0.3,7,15
386,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,43.83,1,1.0,0.5,99.0,0.5,7,15
387,60,0.1082,0.1617,0.0,0.5083,77.0908,25.5533,1,0.0949,0.0112,0.0189,9.35,78.75,0.85,43.86,1,1.0,0.5,99.0,0.7,7,15
388,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,45.07,1,1.0,0.1,99.0,0.3,7,3
389,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.83,1,1.0,0.1,99.0,0.3,7,7
390,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.72,1,1.0,0.1,99.0,0.5,7,3
391,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.79,1,1.0,0.1,99.0,0.5,7,7
392,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.64,1,1.0,0.1,99.0,0.7,7,3
393,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.69,1,1.0,0.1,99.0,0.7,7,7
394,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.54,1,1.0,0.3,99.0,0.3,7,3
395,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.54,1,1.0,0.3,99.0,0.3,7,7
396,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.51,1,1.0,0.3,99.0,0.5,7,3
397,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.47,1,1.0,0.3,99.0,0.5,7,7
398,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.64,1,1.0,0.3,99.0,0.7,7,3
399,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.52,1,1.0,0.3,99.0,0.7,7,7
400,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,43.98,1,1.0,0.5,99.0,0.3,7,3
401,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,43.72,1,1.0,0.5,99.0,0.3,7,7
402,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,43.95,1,1.0,0.5,99.0,0.5,7,3
403,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.18,1,1.0,0.5,99.0,0.5,7,7
404,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,43.97,1,1.0,0.5,99.0,0.7,7,3
405,60,0.1081,0.1617,0.0,0.5083,76.7769,25.2344,1,0.0941,0.0112,0.0188,9.8,78.75,0.85,44.05,1,1.0,0.5,99.0,0.7,7,7
